category,name,price,description,gender,product_image
Hi-Tops,Jordan Air 1 High Zoom CMFT 2,SGD 235.00,,Men's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_DV1307-107_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Hi-Tops,Vans Sk8-Hi,SGD 109.00,,Men's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_VN000D5IB8C_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Hi-Tops,Jordan Air 1 High Zoom CMFT 2,SGD 235.00,,Men's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_DV1307-100_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Hi-Tops,Converse Chuck 70 AT‑CX High,SGD 179.00,,Men's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_A03277C_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Hi-Tops,Converse Chuck 70 AT‑CX High,SGD 179.00,,Men's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_A01682C_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Hi-Tops,Jordan Stay Loyal 2 Men's,SGD 199.00,,Men's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_DQ8401-061_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Flip-Flops & Sandals,Nike Air Max Cirro Slides,SGD 75.00,,Men's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_DC1460-007_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Flip-Flops & Sandals,adidas Adilette Comfort Slides,SGD 59.00,,Men's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_GZ5896_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Flip-Flops & Sandals,adidas Originals Adilette 22 Slides,SGD 79.00,,Men's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_IG7497_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Flip-Flops & Sandals,Jordan Post Slides,SGD 49.00,,Men's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_DX5575-100_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Flip-Flops & Sandals,Crocs Duet Max II Clog,SGD 79.95,,Men's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_208776-0WQ_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Flip-Flops & Sandals,Crocs Echo Clog,SGD 99.95,,Men's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_207937-6WC_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Flip-Flops & Sandals,Crocs All-Terrain Clog,SGD 89.95,,Men's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_206340-3N4_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Flip-Flops & Sandals,Nike Offcourt Adjust Slides,SGD 65.00,,Men's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_DQ9624-100_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Flip-Flops & Sandals,Crocs x NBA Classic Clog 'Miami Heat',SGD 84.95,,Men's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_208861-001_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Flip-Flops & Sandals,Crocs x NBA 'Brooklyn Nets' Classic Clog,SGD 84.95,,Men's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_208651-103_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Flip-Flops & Sandals,Nike Offcourt Slides,SGD 59.00,,Men's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_BQ4639-104_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Flip-Flops & Sandals,Crocs x NBA 'Los Angeles Lakers' Classic Clog,SGD 84.95,,Men's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_208650-75Y_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Flip-Flops & Sandals,Jordan Hydro 8 Retro Slides,SGD 99.00,,Men's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_FD7674-001_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Flip-Flops & Sandals,Jordan Post Slides,SGD 49.00,,Men's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_DX5575-700_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Flip-Flops & Sandals,Jordan Post Slides,SGD 49.00,,Men's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_DX5575-600_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Flip-Flops & Sandals,adidas Originals Adilette 22 Slides,SGD 79.00,,Men's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_IG7493_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Flip-Flops & Sandals,adidas Originals Adilette 22 Slides,SGD 79.00,,Men's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_655053_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Flip-Flops & Sandals,Nike Vista Sandals,SGD 85.00,,Men's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_DJ6605-200_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Trainers,adidas Originals Gazelle,SGD 159.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_BB5478_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Trainers,Nike Zoom Vomero 5 Women's,SGD 245.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_FB8825-001_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Trainers,Tommy Hilfiger Essential Basket Women's,SGD 229.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_FW07563-YBS_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Trainers,Nike Air Force 1 Shadow Women's,SGD 205.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_CI0919-117_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Trainers,Nike Dunk Low Twist Women's,SGD 189.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_DZ2794-102_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Trainers,Nike Air Force 1 '07 Women's,SGD 165.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_667984_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Trainers,Lacoste Ziane Platform Women's,SGD 129.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_45CFA0013-21G_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Trainers,adidas Forum Low Women's,SGD 159.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_FZ6463_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Trainers,Nike Air Max Pulse Women's,SGD 239.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_FD6409-002_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Trainers,adidas Originals x KSENIASCHNAIDER Superstar Women's,SGD 199.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_IG5927_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Trainers,Vans Old Skool Women's,SGD 99.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_058318_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Trainers,adidas Originals Gazelle Women's,SGD 159.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_021605_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Trainers,Nike Dunk Low SE Women's,SGD 189.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_FD8683-100_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Trainers,Nike Free Run Flyknit Next Nature Women's,SGD 165.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_DX6482-600_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Trainers,Nike Air Zoom Pegasus 40 Women's,SGD 219.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_DV3854-101_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Trainers,Nike Air Force 1 '07 Women's,SGD 205.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_FB8251-100_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Trainers,Nike Dunk Low SE Women's,SGD 189.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_FQ8143-001_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Trainers,Nike Air Force 1 '07 Women's,SGD 189.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_FQ8103-133_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Trainers,Nike Air Force 1 Shadow Women's,SGD 219.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_DZ1847-001_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Trainers,Nike Air Max 97 Futura SE Women's,SGD 279.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_FQ8145-200_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Flip-Flops & Sandals,Nike Air Max Sol Sandals Women's,SGD 135.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_FD5982-001_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Flip-Flops & Sandals,adidas Adilette Comfort Slides Women's,SGD 59.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_GZ5896-W_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Flip-Flops & Sandals,adidas Adilette Comfort Slides Women's,SGD 59.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_IF5640_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Flip-Flops & Sandals,Tommy Hilfiger TJ Flag Logo Fur Pool Slide Women's,SGD 99.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_EN02410-TSA_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Flip-Flops & Sandals,Tommy Hilfiger TJ Flag Logo Fur Pool Slide Women's,SGD 99.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_EN02410-BDS_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Flip-Flops & Sandals,Crocs Mega Crush Colordip Clog Women's,SGD 129.95,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_208988-2Y3_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Flip-Flops & Sandals,Crocs Classic Clogs Women's,SGD 69.95,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_665428_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Flip-Flops & Sandals,Nike Offcourt Slides Women's,SGD 59.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_FN6603-600_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Flip-Flops & Sandals,Crocs Mega Crush Sandals Women's,SGD 99.95,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_207989-2Y2_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Flip-Flops & Sandals,Crocs Hiker Xscape Sandals Women's,SGD 79.95,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_208181-108_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Flip-Flops & Sandals,Crocs Classic Mega Crush Clog Women's,SGD 119.95,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_633933_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Flip-Flops & Sandals,Crocs x Levi's Classic Clog Women's,SGD 129.95,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_208918-160-W_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Flip-Flops & Sandals,Crocs Classic Platform Clog Women's,SGD 89.95,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_206750-2Y2_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Flip-Flops & Sandals,Crocs Mega Crush Clog Women's,SGD 119.95,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_207988-2Y2_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Flip-Flops & Sandals,Crocs Classic Mega Crush Clog Women's,SGD 119.95,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_207988-100_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Flip-Flops & Sandals,Crocs Classic Clog Women's,SGD 69.95,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_551756_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Flip-Flops & Sandals,Crocs Classic Clog Platform Sandals Women's,SGD 89.95,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_206750-100_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Flip-Flops & Sandals,Crocs Classic Clog Women's,SGD 69.95,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_399511_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Running Shoes,On Running Cloud X 3 AD Women's,SGD 249.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_3WD30300299_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Running Shoes,On Running Cloud 5 Women's,SGD 239.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_662548_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Running Shoes,Nike ReactX Infinity Run Women's,SGD 249.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_DR2670-600_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Running Shoes,Nike React Infinity Run Flyknit 4 Women's,SGD 249.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_DR2670-800_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Running Shoes,Nike React Infinity Run Flyknit 4 Women's,SGD 249.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_DR2670-300_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Running Shoes,Nike React Infinity Run Flyknit 4 Women's,SGD 249.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_DR2670-001_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Running Shoes,Nike Free Run Flyknit Next Nature Women's,SGD 165.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_DX6482-002_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Running Shoes,Nike Free Run Flyknit Next Nature Women's,SGD 165.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_DX6482-600_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Running Shoes,Nike Air Zoom Pegasus 40 Women's,SGD 219.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_667593_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Running Shoes,Nike Free Run Flyknit Next Nature Women,SGD 165.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_DX6482-800_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Running Shoes,adidas Ultrabounce Women's,SGD 119.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_HP5785_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Running Shoes,adidas Ultrabounce Women's,SGD 119.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_HP5789_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Running Shoes,On Running Cloudswift 3 AD Women's,SGD 289.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_3WD10150485_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Running Shoes,adidas Ultraboost Light Women's,SGD 289.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_IE1775_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Running Shoes,On Running Cloud 5 Women's,SGD 239.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_507826_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Running Shoes,Nike Air Zoom Pegasus 40 Premium Women's,SGD 229.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_FB7703-100_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Running Shoes,Nike Air Zoom Pegasus 40,SGD 219.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_DV3854-001_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Canvas,Vans Old Skool Women's,SGD 99.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_058318_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Canvas,Converse Run Star Hike Women's,SGD 149.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_166800C-W_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Canvas,Vans Sk8-Low Reissue Women's,SGD 99.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_VN0A4UUK6BT-W_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Canvas,Converse Chuck Taylor All Star 70 Ox Women's,SGD 119.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_162058C-W_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Hi-Tops,Converse Run Star Hike Women's,SGD 149.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_166799C-W_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Hi-Tops,Converse Run Star Hike Women's,SGD 149.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_166800C-W_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Hi-Tops,Vans Sk8-Hi Women's,SGD 115.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_VN0007NSGRN_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
Hi-Tops,Vans Sk8-Hi Women's,SGD 109.00,,Women's,https://i8.amplience.net/t/jpl/jdsg_product_list?plu=jd_058161_a&qlt=85&qlt=92&w=363&h=363&v=1&fmt=auto
